,filename,xtl,xbr,ytl,ybr,label
59,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,694,772,124,193,cap
60,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,105,183,292,372,cap
61,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,585,672,395,481,cap
62,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,472,549,725,799,cap
63,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,461,548,617,691,cap
64,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,694,781,212,288,cap
65,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,701,783,312,389,cap
66,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,352,430,201,274,cap
67,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,592,668,507,577,cap
68,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,472,551,515,588,cap
69,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,222,305,300,380,cap
70,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,931,1006,326,396,cap
71,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,470,559,403,486,cap
72,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,816,897,418,496,cap
73,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,704,787,416,500,cap
74,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,708,788,525,601,cap
75,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,225,318,184,270,cap
76,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,814,886,318,397,cap
77,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,714,793,619,697,cap
78,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,818,895,221,295,cap
79,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,218,309,715,799,cap
80,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,822,895,520,595,cap
81,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,0,63,607,684,cap
82,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,712,790,722,792,cap
83,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,588,663,620,692,cap
84,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,816,889,121,188,cap
85,Data/ObjectDetectionData/Images/mojtaba42_crp_2.jpg,356,428,307,371,cap
86,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,941,1034,160,252,cap
87,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,587,678,158,248,cap
88,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,932,1006,66,140,cap
89,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,596,670,59,126,cap
90,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,820,896,56,125,cap
91,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,343,444,150,245,cap
92,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,92,191,143,243,cap
93,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,93,187,43,131,cap
94,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,0,63,50,131,cap
95,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,345,440,51,137,cap
96,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,823,911,155,240,cap
97,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,223,316,141,235,cap
98,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,467,551,163,244,cap
99,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,472,549,59,136,cap
100,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,0,69,147,240,cap
101,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,712,794,172,251,cap
102,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,218,309,49,133,cap
103,Data/ObjectDetectionData/Images/mojtaba42_crp_3.jpg,712,790,56,126,cap
104,Data/ObjectDetectionData/Images/ronaghi28.jpg,299,449,315,460,cap
105,Data/ObjectDetectionData/Images/ronaghi28.jpg,479,649,537,700,cap
106,Data/ObjectDetectionData/Images/ronaghi28.jpg,104,261,558,714,cap
107,Data/ObjectDetectionData/Images/ronaghi28.jpg,763,892,556,680,cap
108,Data/ObjectDetectionData/Images/ronaghi28.jpg,976,1134,516,675,cap
109,Data/ObjectDetectionData/Images/mojtaba353.jpg,530,631,557,651,cap
110,Data/ObjectDetectionData/Images/mojtaba353.jpg,1022,1166,0,318,wine_bottle
111,Data/ObjectDetectionData/Images/mojtaba353.jpg,1136,1200,45,399,wine_bottle
112,Data/ObjectDetectionData/Images/mojtaba353.jpg,169,291,498,741,wine_bottle
113,Data/ObjectDetectionData/Images/mojtaba353.jpg,203,372,457,716,wine_bottle
114,Data/ObjectDetectionData/Images/mojtaba353.jpg,308,489,439,673,wine_bottle
115,Data/ObjectDetectionData/Images/mojtaba353.jpg,410,612,417,638,wine_bottle
116,Data/ObjectDetectionData/Images/mojtaba353.jpg,499,721,393,613,wine_bottle
117,Data/ObjectDetectionData/Images/mojtaba353.jpg,609,850,374,614,wine_bottle
118,Data/ObjectDetectionData/Images/mojtaba353.jpg,770,871,535,628,cap
119,Data/ObjectDetectionData/Images/mojtaba353.jpg,634,734,532,622,cap
120,Data/ObjectDetectionData/Images/mojtaba353.jpg,406,504,589,680,cap
121,Data/ObjectDetectionData/Images/mojtaba572.jpg,345,555,317,589,wine_bottle
122,Data/ObjectDetectionData/Images/mojtaba572.jpg,727,853,241,487,wine_bottle
123,Data/ObjectDetectionData/Images/mojtaba390.jpg,442,1049,282,685,wine_bottle
124,Data/ObjectDetectionData/Images/mojtaba358.jpg,714,862,213,512,wine_bottle
125,Data/ObjectDetectionData/Images/mojtaba358.jpg,313,771,262,777,wine_bottle
126,Data/ObjectDetectionData/Images/mojtaba358.jpg,482,739,244,526,wine_bottle
127,Data/ObjectDetectionData/Images/mojtaba358.jpg,649,750,443,552,cap
128,Data/ObjectDetectionData/Images/mojtaba358.jpg,741,852,408,523,cap
129,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,919,1098,64,478,wine_bottle
130,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,565,773,380,675,wine_bottle
131,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,801,876,282,534,wine_bottle
132,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,894,957,288,524,wine_bottle
133,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,705,797,606,696,cap
134,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,902,968,131,249,wine_bottle
135,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,829,894,127,244,wine_bottle
136,Data/ObjectDetectionData/Images/mojtaba602_crp_0.jpg,1046,1122,291,521,wine_bottle
137,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,919,1098,0,294,wine_bottle
138,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,565,773,196,491,wine_bottle
139,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,801,876,98,350,wine_bottle
140,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,894,957,104,340,wine_bottle
141,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,705,797,422,511,cap
142,Data/ObjectDetectionData/Images/mojtaba602_crp_1.jpg,1046,1122,107,336,wine_bottle
143,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,643,821,64,478,wine_bottle
144,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,288,496,380,675,wine_bottle
145,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,524,599,282,534,wine_bottle
146,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,1111,1199,312,541,wine_bottle
147,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,617,680,288,524,wine_bottle
148,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,428,521,606,696,cap
149,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,1070,1186,15,77,wine_bottle
150,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,625,691,131,249,wine_bottle
151,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,553,618,127,244,wine_bottle
152,Data/ObjectDetectionData/Images/mojtaba602_crp_2.jpg,769,845,291,521,wine_bottle
153,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,643,821,0,294,wine_bottle
154,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,288,496,196,491,wine_bottle
155,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,524,599,98,350,wine_bottle
156,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,1111,1199,128,356,wine_bottle
157,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,617,680,104,340,wine_bottle
158,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,428,521,422,511,cap
159,Data/ObjectDetectionData/Images/mojtaba602_crp_3.jpg,769,845,107,336,wine_bottle
160,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,409,520,604,709,wine_bottle
161,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,1112,1196,524,604,cap
162,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,397,463,657,717,cap
163,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,989,1080,526,596,cap
164,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,520,600,531,606,cap
165,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,26,101,548,617,cap
166,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,874,962,527,601,cap
167,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,159,239,749,799,cap
168,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,764,849,735,799,cap
169,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,994,1078,625,712,cap
170,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,760,844,528,605,cap
171,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,876,963,628,709,cap
172,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,760,847,629,706,cap
173,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,638,721,529,611,cap
174,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,1118,1198,732,799,cap
175,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,37,192,533,614,wine_bottle
176,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,175,316,707,799,wine_bottle
177,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,271,346,546,611,cap
178,Data/ObjectDetectionData/Images/mojtaba146_crp_0.jpg,1115,1199,628,716,cap
179,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,667,740,568,738,wine_bottle
180,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,769,848,586,661,cap
181,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,292,423,225,350,wine_bottle
182,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,418,527,309,449,wine_bottle
183,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,409,520,32,137,wine_bottle
184,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1007,1078,576,642,cap
185,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,75,143,688,751,cap
186,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,544,606,580,640,cap
187,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,422,496,581,650,cap
188,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,433,506,666,742,cap
189,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,888,968,466,540,cap
190,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,397,463,85,144,cap
191,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,648,717,282,351,cap
192,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,180,259,590,667,cap
193,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,652,730,213,342,wine_bottle
194,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,301,378,478,553,cap
195,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,26,101,0,45,cap
196,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1002,1079,481,627,wine_bottle
197,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1113,1196,388,543,wine_bottle
198,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,159,239,177,243,cap
199,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,73,228,378,546,wine_bottle
200,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,284,364,284,353,cap
201,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,764,849,162,239,cap
202,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,994,1078,52,140,cap
203,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,768,853,308,452,wine_bottle
204,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1117,1199,476,552,cap
205,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,769,843,396,463,cap
206,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,876,963,56,137,cap
207,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1126,1198,684,752,cap
208,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,760,847,57,134,cap
209,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,541,609,480,548,cap
210,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,660,732,686,753,cap
211,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,407,475,395,462,cap
212,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,552,652,375,537,wine_bottle
213,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1118,1198,160,241,cap
214,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,655,719,493,554,cap
215,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,881,965,211,332,wine_bottle
216,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,658,736,403,544,wine_bottle
217,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,889,966,390,528,wine_bottle
218,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,778,859,477,647,wine_bottle
219,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,312,379,682,743,cap
220,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,883,965,260,336,cap
221,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,175,316,134,238,wine_bottle
222,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1120,1198,260,343,cap
223,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,271,346,0,39,cap
224,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,999,1082,372,449,cap
225,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,990,1086,290,438,wine_bottle
226,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,289,359,388,452,cap
227,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,56,134,486,559,cap
228,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,889,965,668,742,cap
229,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,885,967,552,733,wine_bottle
230,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1126,1196,574,641,cap
231,Data/ObjectDetectionData/Images/mojtaba146_crp_1.jpg,1115,1199,55,143,cap
232,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,380,456,741,799,cap
233,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,253,337,524,604,cap
234,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,375,456,525,602,cap
235,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,503,576,524,596,cap
236,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,130,221,526,596,cap
237,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,905,1054,511,598,wine_bottle
238,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,623,700,524,600,cap
239,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,15,103,527,601,cap
240,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,500,570,738,799,cap
241,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,739,811,530,604,cap
242,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,736,808,631,704,cap
243,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,738,820,740,799,cap
244,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,619,685,730,799,cap
245,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,135,219,625,712,cap
246,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,993,1070,531,601,cap
247,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,17,104,628,709,cap
248,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,619,694,628,701,cap
249,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,259,339,732,799,cap
250,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,501,577,637,706,cap
251,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,863,941,726,799,cap
252,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,377,458,632,711,cap
253,Data/ObjectDetectionData/Images/mojtaba146_crp_2.jpg,256,342,628,716,cap
254,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,380,456,168,240,cap
255,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,377,455,364,436,cap
256,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,488,569,656,741,cap
257,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,148,219,576,642,cap
258,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,29,109,466,540,cap
259,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,143,220,481,627,wine_bottle
260,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,499,573,269,347,cap
261,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,254,337,388,543,wine_bottle
262,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,500,570,166,234,cap
263,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,736,808,59,131,cap
264,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,738,820,167,241,cap
265,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,619,685,157,228,cap
266,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,135,219,52,140,cap
267,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,496,568,362,441,cap
268,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,258,343,476,552,cap
269,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,17,104,56,137,cap
270,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,619,694,55,128,cap
271,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,267,339,684,752,cap
272,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,459,566,474,630,wine_bottle
273,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,259,339,160,241,cap
274,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,962,1052,564,647,cap
275,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,374,456,307,430,wine_bottle
276,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,501,577,64,133,cap
277,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,863,941,153,226,cap
278,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,22,106,211,332,wine_bottle
279,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,879,1028,467,629,wine_bottle
280,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,30,107,390,528,wine_bottle
281,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,732,805,261,338,cap
282,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,24,106,260,336,cap
283,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,377,458,60,138,cap
284,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,261,339,260,343,cap
285,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,618,692,260,333,cap
286,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,612,681,459,536,cap
287,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,140,223,372,449,cap
288,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,727,794,557,624,cap
289,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,131,227,290,438,wine_bottle
290,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,611,683,557,635,cap
291,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,31,106,668,742,cap
292,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,26,108,552,733,wine_bottle
293,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,267,337,574,641,cap
294,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,256,342,55,143,cap
295,Data/ObjectDetectionData/Images/mojtaba146_crp_3.jpg,494,567,563,635,cap
296,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,197,291,341,615,wine_bottle
297,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,302,378,160,289,wine_bottle
298,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,309,395,341,614,wine_bottle
299,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,1060,1199,463,799,wine_bottle
300,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,675,798,415,799,wine_bottle
301,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,1086,1170,340,580,wine_bottle
302,Data/ObjectDetectionData/Images/mojtaba613_crp_0.jpg,496,578,331,597,wine_bottle
